n,word,ipa,pos,gloss,etym
887,enterporis,/əntʰəˈɹpoʁis/,名词,企业。,源自英语「enterprise」。
888,entertainmento,/əntʰəɹtʰaiˈnmentʰo/,名词,娱乐。,源自英语「entertainment」。
889,envio,/əˈnvio/,名词,嫉妒。,源自世界语「envio」。
890,epeiros,/əpəˈiʁos/,名词,大陆。,源自希腊语「ἤπειρος」(epeiros)。
891,epineion,/əpinəˈion/,名词,海港。,源自希腊语「ἐπίνειον」(epineion)。
892,episkopus,/əpiˈskʰopus/,名词,主教。,源自拉丁语「episcopus」。
893,epistemologia,/əpistʰəmoloˈɡia/,名词,认识论。,源自希腊语「ἐπιστημολογία」(epistemologia)。
894,epistula,/əpiˈstʰula/,名词,书信。,源自拉丁语「epistula」。
895,epru,/ˈepru/,名词,干旱。,原生词根。
896,erar,/ˈɜ.aɹ/,动词,弄错。,"拉丁语 ""errare""。"
897,erarabela,/əʁaʁaˈbela/,形容词,可弄错的。,「erar」+ 后缀 -bela（可被……的）。
898,erase,/əˈʁasə/,动词,打盹。,原生词根。
899,erbumve,/əˈɹbumvə/,名词,密林。,原生词根。
900,erd,/ɜd/,名词,泥土。,"古英语 ""eorthe""，词尾清化。"
901,erda,/ˈeɹ.da/,名词,大地（诗歌）。,"古英语 ""eorthe""。"
902,ergél,/ˈeɹɡeːl/,名词,芦苇。,原生词根。
903,ergo,/ˈeɹɡo/,副词,因此。,源自拉丁语「ergo」。
904,eri,/ˈeʁi/,名词,斧头。,原生词根。
905,erik,/ˈeʁikʰ/,名词,樱桃李。,借词「erik」。
906,erinies,/əʁiˈniəs/,名词,复仇女神。,源自希腊语「Ἐρινύες」(erinyes)。
907,érla,/ˈɜː.la/,动词,期待。,原生词根。
908,érlabela,/eːɹlaˈbela/,形容词,可期待的。,「érla」+ 后缀 -bela（可被……的）。
909,erlæn,/ɜˈlæn/,名词,交织的时光。,"古英语 ""erlǣnan"" + ""-læn"" 名词化。"
910,eror,/ˈeɹroɹ/,名词,谬误。,源自拉丁语「error」。
911,erpó,/ˈeɹpoː/,名词,犁沟。,原生词根。
912,erto,/ˈeɹtʰo/,名词,大地。,源自德语「Erde」。
913,ésdekton,/eːˈsdekʰtʰon/,名词,方案。,源自英语「plan」。
914,ese,/ˈesə/,名词,传说。,原生词根。
915,esek,/ˈesəkʰ/,名词,驴。,借词「esek」。
916,esentia,/əsəˈntʰia/,名词,本质。,源自拉丁语「essentia」。
917,esepto,/əˈseptʰo/,名词,例外。,源自世界语「escepto」。
918,esese,/əˈsesə/,名词,收获季。,原生词根。
919,esharpo,/əˈʃaɹpo/,名词,围巾。,源自法语「écharpe」。
920,eskalier,/əskʰaˈliəɹ/,名词,楼梯。,源自法语「escalier」。
921,eskludar,/esˈkʰlu.daɹ/,动词,排除，除外。,源自拉丁语「excludere」
922,esnarap,/əˈsnaʁap/,名词,谜语。,原生词根。
923,esper,/ˈes.pəɹ/,动词,希望。,"拉丁语 ""sperare""。"
924,esperabela,/əspəʁaˈbela/,形容词,可希望的。,「esper」+ 后缀 -bela（可被……的）。
925,esprimer,/esˈpʁimeɹ/,动词,表达，表述。,源自拉丁语「exprimere」
926,espuela,/əspuˈela/,名词,马刺。,源自西班牙语「espuela」。
927,est,/əstʰ/,动词,是（状态）。,"拉丁语 ""esse""。"
928,estabela,/əstʰaˈbela/,形容词,可是（状态）的。,「est」+ 后缀 -bela（可被……的）。
929,ésti,/ˈeːstʰi/,名词,井。,原生词根。
930,esting,/əs.ˈtʰiŋɡ/,动词,熄灭。,借世界语 estingi。
931,estu,/ˈestʰu/,名词,老翁。,原生词根。
932,esu,/ˈesu/,动词,呻吟。,原生词根。
933,eswekgon,/əswˈekʰɡon/,名词,棍棒。,原生词根。
934,etaga,/eˈta.ɡa/,名词,楼层。,源自法语「étage」
935,etaĝer,/əˈtʰad͡ʒəɹ/,名词,书架。,源自法语「étagère」。
936,etanko,/əˈtʰaŋkʰo/,名词,池塘。,源自法语「étang」。
937,etato,/ˈe.ta.to/,名词,年龄。,"源自拉丁语「aetas, aetatis」"
938,etika,/əˈtʰikʰa/,名词,伦理。,源自拉丁语「ethica」。
939,etos,/ˈetʰos/,名词,性格。,源自希腊语「ἦθος」(ethos)。
940,etudianto,/ətʰudiˈantʰo/,名词,学生。,源自法语「étudiant」。
941,eugoni,/əuˈɡoni/,形容词,肥沃的。,源自希腊语「εὔγονος」(eugon)。
942,euren,/əˈuʁən/,动词,变成广阔。,「euri」+ 后缀 -en（变成）。
943,euri,/əˈuʁi/,形容词,广阔的。,源自希腊语「εὐρύς」(eury)。
944,eurji,/əˈuɹd͡ʒi/,动词,使广阔。,「euri」+ 后缀 -ji（使动）。
945,eurli,/əˈuɹli/,副词,广阔地。,「euri」+ 后缀 -li（副词化）。
946,eusebi,/əuˈsebi/,形容词,虔诚的。,源自希腊语「εὐσεβής」(eusebes)。
947,euteli,/əuˈtʰeli/,形容词,浅薄的。,源自希腊语「εὐτελής」(euteles)。
948,ev,/əv/,名词,水。,原生词根。
949,éva,/ˈeː.va/,名词,傍晚（与 vesper 同义）。,"法语 ""soir"" 变体。"
950,evanĝelium,/əvand͡ʒəˈlium/,名词,福音。,源自拉丁语「evangelium」。
951,evaporar,/əvaˈpoʁaɹ/,动词,蒸发。,源自拉丁语「evaporare」。
952,evaporarabela,/əvapoʁaʁaˈbela/,形容词,可蒸发的。,「evaporar」+ 后缀 -bela（可被……的）。
953,event,/əˈventʰ/,动词,发生。,"拉丁语 ""evenire""。"
954,eventabela,/əvəntʰaˈbela/,形容词,可发生的。,「event」+ 后缀 -bela（可被……的）。
955,evolutio,/əvoluˈtʰio/,名词,进化。,源自拉丁语「evolutio」。
956,exakte,/ekˈsak.tʰe/,副词,恰好，正是，正好。,源自拉丁语「exactus」（精确的）
957,exaurir,/ekˈsau.riɹ/,动词,耗尽，使精疲力竭。,源自拉丁语「exhaurire」
958,excitar,/ek.siˈtaɹ/,动词,使激动，激起。,源自拉丁语「excitare」
959,excludar,/ek.skuˈdaɹ/,动词,排除，排除在外。,源自拉丁语「excludere」
960,exfoliar,/eks.foˈliaɹ/,动词,剥落，脱落。,源自拉丁语「exfoliare」
961,existar,/ekˈsis.taɹ/,动词,存在。,源自拉丁语「existere」
962,expandar,/ekˈspan.daɹ/,动词,张开，展开。,源自拉丁语「expandere」
963,expelar,/ek.speˈlaɹ/,动词,驱散，驱逐。,源自拉丁语「expellere」
964,fa,/ˈfa/,名词,碗。,源自法语「bol」。
965,fabel,/ˈfa.bəl/,名词,童话。,"德语 ""Fabel""。"
966,façila,/faˈsila/,形容词,容易的。,源自拉丁语「facilis」。
967,fainomenon,/fainoˈmenon/,名词,现象。,源自希腊语「φαινόμενον」(phainomenon)。
968,fãk,/ˈfɐ̃kʰ/,名词,词语。,原生词根（鼻化元音 /ɐ̃/）。
969,fako,/ˈfakʰo/,名词,科目，学科。,源自德语「Fach」。
970,fakteur,/faˈkʰtʰeuɹ/,名词,邮递员。,源自法语「facteur」。
971,faktori,/faˈkʰtʰoʁi/,名词,工厂。,源自英语「factory」。
972,fala,/ˈfa.la/,动词,落下。,"拉丁语 ""fallere""。"
973,falabela,/falaˈbela/,形容词,可落下的。,「fala」+ 后缀 -bela（可被……的）。
974,falankoso,/falaˈŋkʰoso/,名词,方阵。,源自希腊语「φάλαγξ」(phalanx)。
975,fali,/ˈfa.li/,动词,落下。,源自拉丁语「fallere」。
976,falseto,/faˈlsetʰo/,名词,假声。,源自意大利语「falsetto」。
977,falsi,/ˈfalsi/,形容词,错误的。,源自拉丁语「falsus」。
978,fame,/ˈfa.mə/,名词,饥饿。,源自拉丁语「fames」(fames)。
979,familia,/faˈmi.li.a/,名词,家庭。,"拉丁语 ""familia""。"
980,famosi,/faˈmosi/,形容词,著名的。,源自拉丁语「famosus」。
981,fan,/ˈfan/,名词,球迷。,源自英语「fan」。
982,fari,/ˈfaʁi/,动词,做。,源自拉丁语「facere」。
983,farmasi,/faˈɹmasi/,名词,药店。,源自法语「pharmacie」。
984,farmasien,/faɹmaˈsiən/,名词,药剂师。,源自法语「pharmacien」。
985,farmer,/ˈfaɹməɹ/,名词,农民。,源自日耳曼语「farmer」。
986,faros,/ˈfaʁos/,名词,灯塔。,源自希腊语「φάρος」(pharos)。
987,fayrolumo,/faj.ˈʁo.lu.mo/,名词,萤火虫。,"世界语 ""fajrolumo""（""fajro"" 火 + ""lumo"" 光）。"
988,féa,/ˈfeːa/,名词,陶器。,原生词根。
989,fea,/ˈfea/,名词,银币。,原生词根。
990,febris,/ˈfeb.ris/,名词,发烧，热病。,源自拉丁语「febris」
991,féla,/ˈfeː.la/,形容词,快乐，幸福的。,原生词根。
992,félen,/ˈfeːlən/,动词,变成快乐。,「féla」+ 后缀 -en（变成）。
993,féli,/ˈfeːli/,副词,快乐地。,「féla」+ 后缀 -li（副词化）。
994,feliko,/fəˈlikʰo/,名词,幸福。,源自拉丁语「felix」。
995,félji,/ˈfeːld͡ʒi/,动词,使快乐。,「féla」+ 后缀 -ji（使动）。
996,feltit,/ˈfeltʰitʰ/,名词,织机。,原生词根。
997,fém,/feːm/,数词,五。,北日耳曼词源。
998,fenda,/ˈfen.da/,动词,劈开，分裂。,"拉丁语 ""findere""。"
999,fendabela,/fəndaˈbela/,形容词,可劈开的。,「fenda」+ 后缀 -bela（可被……的）。
1000,fenester,/fəˈnes.tʰəɹ/,名词,窗户。,"拉丁语 ""fenestra""。"
1001,fenetro,/fəˈnetʰro/,名词,窗。,源自法语「fenêtre」。
1002,feno,/ˈfeno/,名词,块茎。,原生词根。
1003,fensinko,/fəˈnsiŋkʰo/,名词,击剑。,源自英语「fencing」。
1004,fenta,/ˈfen.tʰa/,名词,幻想，想象。,原生词根。
1005,fépnirãn,/feːˈpniɹrɐ̃n/,名词,笼子。,原生词根。
1006,fer,/fəɹ/,名词,事物，承载物。,"拉丁语 ""ferre""。"
1007,feraf,/ˈfeʁaf/,名词,布施。,源自梵语「दान」(dana)。
1008,feri,/ˈfe.ʁi/,形容词,野生的。,源自拉丁语「ferus」
1009,feria,/fəˈʁia/,名词,假日。,源自拉丁语「feriae」。
1010,ferio,/feˈʁi.o/,名词,假期。,借拉丁 feriae。
1011,ferm,/fəɹm/,动词,关闭。,借世界语 fermi。
1012,fermentar,/fəˈɹmentʰaɹ/,动词,发酵。,源自拉丁语「fermentare」。
1013,fermentarabela,/fəɹməntʰaʁaˈbela/,形容词,可发酵的。,「fermentar」+ 后缀 -bela（可被……的）。
1014,fermo,/ˈfeɹmo/,名词,农场。,源自法语「ferme」。
1015,fero,/ˈfe.ʁo/,名词,铁。,源自拉丁语「ferrum」(ferrum)。
1016,ferro,/ˈfe.ʁo/,名词,铁。,源自拉丁语「ferrum」(ferrum)。
1017,fésætram,/feːˈsætʰram/,名词,圣所。,原生词根。
1018,fester,/ˈfestʰəɹ/,名词,记号。,原生词根。
1019,fibula,/ˈfi.bu.la/,名词,别针，胸针。,源自拉丁语「fibula」
1020,fideli,/fiˈdeli/,形容词,忠诚的。,源自拉丁语「fidelis」。
1021,fidelitas,/fidəˈlitʰas/,名词,忠诚。,源自拉丁语「fidelitas」。
1022,fides,/ˈfidəs/,名词,信心。,源自拉丁语「fides」。
1023,fido,/ˈfi.do/,名词,信任。,"拉丁语 ""fides""。"
1024,fiereko,/fiəˈʁekʰo/,名词,骄傲。,源自世界语「fiereco」。
1025,fíex,/ˈfiː.əks/,名词,歌曲。,"拉丁语 ""vox"" 变体。"
1026,fíexen,/ˈfiː.ə.ksən/,动词,作曲，唱歌。,"""fíex"" + 动词化后缀 ""-en""。"
1027,fíexenabela,/fiːəksənaˈbela/,形容词,可作曲的。,「fíexen」+ 后缀 -bela（可被……的）。
1028,fifes,/ˈfifəs/,名词,嫩芽。,原生词根。
1029,figura,/ˈfi.ɡu.ra/,名词,身影，身形，轮廓。,源自拉丁语「figura」
1030,fik,/ˈfikʰ/,名词,无花果。,借词「fig」。
1031,fikro,/ˈfikʰro/,名词,矛。,原生词根。
1032,filino,/fiˈlino/,名词,女儿。,源自世界语「filino」。
1033,filmo,/ˈfilmo/,名词,电影。,源自英语「film」。
1034,filo,/ˈfilo/,名词,儿子。,源自世界语「filo」。
1035,filosofia,/filosoˈfia/,名词,哲学。,源自拉丁语「philosophia」。
1036,filosofii,/fi.lo.soˈfi.i/,形容词,哲学的。,filosofia（哲学，词典词）+ -i（形容词化）
1037,filosofos,/filoˈsofos/,名词,哲学家。,源自希腊语「φιλόσοφος」(philosophos)。
1038,fin,/fin/,动词,结束。,源自拉丁语「finire」。
1039,fina,/ˈfi.na/,形容词,最后的。,fine/fino 同根 + 形容词化 -a。
1040,final,/ˈfinal/,名词,终曲。,源自拉丁语「finale」。
1041,finanso,/fiˈnanso/,名词,金融。,源自英语「finance」。
1042,findik,/ˈfindikʰ/,名词,榛子。,借词「findik」。
1043,fine,/ˈfi.nə/,副词,终于。,"拉丁语 ""fine"" 副词化。"
1044,finir,/fiˈniɹ/,动词,结束。,"法语 ""finir""。"
1045,finirabela,/finiʁaˈbela/,形容词,可结束的。,「finir」+ 后缀 -bela（可被……的）。
1046,fino,/ˈfino/,名词,末尾，终。,源自拉丁语「finis」。
1047,fira,/ˈfi.ʁa/,数词,四。,日耳曼词源。
1048,firma,/ˈfiɹ.ma/,形容词,坚定的，牢固的。,源自拉丁语「firmus」
1049,firmar,/ˈfiɹmaɹ/,动词,加强。,源自拉丁语「firmare」。
1050,firmarabela,/fiɹmaʁaˈbela/,形容词,可加强的。,「firmar」+ 后缀 -bela（可被……的）。
1051,firmitas,/ˈfiɹ.mi.tʰas/,名词,稳固，坚实。,源自拉丁语「firmitas」
1052,fisho,/ˈfiʃo/,名词,鱼。,源自日耳曼语「fish」。
1053,fisika,/fiˈsikʰa/,名词,物理。,源自拉丁语「physica」。
1054,fistik,/ˈfistʰikʰ/,名词,开心果。,借词「fistik」。
1055,fistula,/fiˈstʰula/,名词,管道。,源自拉丁语「fistula」。
1056,fitrélpú,/fiˈtʰreːlpuː/,名词,手镯。,原生词根。
1057,fjorto,/ˈfd͡ʒoɹtʰo/,名词,峡湾。,源自日耳曼语「fjord」。
1058,flalrohep,/flaˈlrohəp/,副词,偶尔地。,原生词根。
1059,flama,/ˈfla.ma/,名词,火。,"拉丁语 ""flamma""。"
1060,flamif,/ˈfla.mif/,动词,燃火化。,"拉丁语 ""flamma"" + 动词化后缀 ""-if""。"
1061,flamifabela,/flamifaˈbela/,形容词,可燃火化的。,「flamif」+ 后缀 -bela（可被……的）。
1062,flara,/ˈfla.ʁa/,动词,嗅，闻。,原生词根。
1063,flarabela,/flaʁaˈbela/,形容词,可嗅的。,「flara」+ 后缀 -bela（可被……的）。
1064,flauta,/flaˈutʰa/,名词,长笛。,源自拉丁语「flauta」。
1065,flava,/ˈfla.va/,形容词,黄色的。,"拉丁语 ""flavus""。"
1066,flaven,/ˈflavən/,动词,变成黄色。,「flava」+ 后缀 -en（变成）。
1067,flavji,/ˈflavd͡ʒi/,动词,使黄色。,「flava」+ 后缀 -ji（使动）。
1068,flavli,/ˈflavli/,副词,黄色地。,「flava」+ 后缀 -li（副词化）。
1069,flavrano,/flaˈvrano/,名词,护符。,原生词根。
1070,flémzos,/ˈfleːmzos/,名词,船桨。,原生词根。
1071,fleuristo,/fləuˈʁistʰo/,名词,花店。,源自法语「fleuriste」。
1072,flidu,/ˈflidu/,名词,门槛。,原生词根。
1073,floglune,/floˈɡlunə/,名词,幼童。,原生词根。
1074,flor,/floɹ/,动词,开花，绽放。,原创词。
1075,flóra,/ˈfloː.ʁa/,名词,花卉，群花。,原生词根。
1076,florabela,/floʁaˈbela/,形容词,可开花的。,「flor」+ 后缀 -bela（可被……的）。
1077,flóresú,/floːˈʁesuː/,名词,热汤。,原生词根。
1078,flosa,/ˈflo.sa/,动词,漂浮。,原生词根。
1079,flosabela,/flosaˈbela/,形容词,可漂浮的。,「flosa」+ 后缀 -bela（可被……的）。
1080,flosroze,/floˈsrozə/,名词,岛屿。,原生词根。
1081,flug,/fluɡ/,动词,飞。,源自德语「Flug」。
1082,fluganto,/fluˈɡan.tʰo/,形容词/名词,飞翔的（者）。,"""flug""（飞）+ ""-anto""（现在分词）。"
1083,flugil,/ˈflu.ɡil/,名词,翅膀。,"""flug""（飞）+ 工具后缀 ""-il""。"
1084,fluir,/fluˈiɹ/,动词,流动。,"西班牙语 ""fluir""。"
1085,fluirabela,/fluiʁaˈbela/,形容词,可流动的。,「fluir」+ 后缀 -bela（可被……的）。
1086,flut,/flutʰ/,名词,笛。,"英语 ""flute""。"
1087,flútof,/ˈfluːtʰof/,名词,界碑。,原生词根。
1088,fo,/ˈfo/,名词,米粉。,源自越南语「pho」。
1089,foederatio,/foədəʁaˈtʰio/,名词,联盟。,源自拉丁语「foederatio」。
1090,foedus,/foˈedus/,名词,条约。,源自拉丁语「foedus」。
1091,føhn,/føːn/,名词,疯子。,"德语 ""verrückt"" 变体。"
1092,føhna,/ˈføː.na/,形容词,疯狂的，疯癫的。,「føhn」（疯子）＋形容词化后缀 -a
1093,føhnen,/ˈføː.nən/,动词,发疯，疯狂行为。,"""fø hn"" + 动词化后缀 ""-en""。"
1094,føhnenabela,/føhnənaˈbela/,形容词,可发疯的。,「føhnen」+ 后缀 -bela（可被……的）。
1095,folio,/ˈfo.li.o/,名词,叶子。,"拉丁语 ""folium""。"
1096,folte,/ˈfoltʰə/,名词,蒸汽。,原生词根。
1097,fond,/fond/,动词,建立。,借世界语 fondi。
1098,fontana,/foˈntʰana/,名词,喷泉。,源自拉丁语「fontana」。
1099,foprik,/ˈfoprikʰ/,名词,刑具。,原生词根。
1100,for,/foɹ/,形容词/副词,远的。,"英语 ""far""。"
1101,forel,/ˈfoʁəl/,名词,鳟鱼。,源自斯拉夫语「forel」。
1102,forhorizont,/foɹ.ˈho.ʁi.zontʰ/,名词,天边。,"""for""（远）+ ""horizont""（地平线）。"
1103,forir,/foɹ.ˈiɹ/,动词,离开。,借世界语 foriri。
1104,forko,/ˈfoɹkʰo/,名词,叉。,源自日耳曼语「fork」。
1105,forlas,/foɹ.ˈlas/,动词,遗弃。,借世界语 forlasi。
1106,forlok,/ˈfoɹ.lokʰ/,名词,远方。,"""for""（远）+ ""lok""（地方）。"
1107,forma,/ˈfoɹma/,名词,形式。,源自拉丁语「forma」。
1108,formula,/foˈɹmula/,名词,公式。,源自英语「formula」。
1109,fornako,/ˈfoɹnako/,名词,熔炉，大熔炉。,源自拉丁语「fornax」
1110,forpren,/foɹ.ˈpren/,动词,拿走。,原生复合（for 离 + pren 取）。
1111,forset,/ˈfoɹ.sətʰ/,名词,森林。,"第二版新增，源自德语 ""Forst""。"
1112,forta,/ˈfoɹ.tʰa/,形容词,坚强的。,"拉丁语 ""fortis""。"
1113,fortaso,/foˈɹtʰaso/,副词,或许。,源自拉丁语「fortasse」。
1114,forten,/ˈfoɹtʰən/,动词,变成坚强。,「forta」+ 后缀 -en（变成）。
1115,fortiji,/ˈfoɹ.tʰi.d͡ʒi/,动词,使坚强。,"""fort"" + 使动后缀 ""-ji""。"
1116,fortijibela,/foɹtʰid͡ʒiˈbela/,形容词,可使坚强的。,「fortiji」+ 后缀 -bela（可被……的）。
1117,fortika,/foˈɹtʰikʰa/,形容词,结实的。,源自拉丁语「fortis」。
1118,fortiter,/foˈɹtʰitʰəɹ/,副词,强烈地。,源自拉丁语「fortiter」。
1119,fortitudo,/foɹtʰiˈtʰudo/,名词,勇敢。,源自拉丁语「fortitudo」。
1120,fortli,/ˈfoɹtʰli/,副词,坚强地。,「forta」+ 后缀 -li（副词化）。
1121,forto,/ˈfoɹtʰo/,名词,力量。,源自拉丁语「fortis」。
1122,fortuiti,/foɹtʰuˈitʰi/,形容词,偶然的。,源自拉丁语「fortuitus」。
1123,fortuitli,/foɹ.tʰuˈitʰ.li/,副词,偶然地。,「fortuiti」（偶然的）＋副词化后缀 -li
1124,fortuno,/ˈfoɹ.tʰu.no/,名词,运气，命运。,源自拉丁语「fortuna」
1125,forum,/ˈfoʁum/,名词,市场。,源自拉丁语「forum」。
1126,fosa,/ˈfo.sa/,动词,挖掘。,"拉丁语 ""fodere""。"
1127,fosabela,/fosaˈbela/,形容词,可挖掘的。,「fosa」+ 后缀 -bela（可被……的）。
1128,fotilo,/foˈtʰi.lo/,名词,相机，摄像头。,foto（照片）+ -ilo（工具）。
1129,foto,/ˈfotʰo/,名词,照片。,源自英语「photo」。
1130,foul,/ˈfoul/,名词,犯规。,源自英语「foul」。
1131,four,/ˈfouɹ/,名词,烤箱。,源自法语「four」。
1132,fourneau,/fouɹnəˈau/,名词,炉灶。,源自法语「fourneau」。
1133,foursoheto,/fouɹsoˈhetʰo/,名词,叉子。,源自法语「fourchette」。
1134,foy,/ˈfoj/,名词,次，回。,"原生词根（""kelkafoy"" 词根）。"
1135,fozitnæ,/foˈzitʰnæ/,名词,草鞋。,原生词根。
1136,fraĝment,/frad͡ʒˈmentʰ/,名词,碎片，部分。,"拉丁语 ""fragmentum""。"
1137,frais,/ˈfrais/,名词,草莓。,源自法语「fraise」。
1138,frap,/frap/,动词,敲。,借世界语 frapi。
1139,frápdu,/ˈfraːpdu/,名词,柴堆。,原生词根。
1140,fráta,/ˈfraː.tʰa/,名词,兄弟（正式）。,"拉丁语 ""frater""。"
1141,fratelo,/fraˈtʰelo/,名词,哥哥。,源自拉丁语「frater」变体。
1142,frazo,/ˈfra.zo/,名词,句子。,"拉丁语 ""phrasis""。"
1143,freas,/ˈfreas/,名词,石碑。,原生词根。
1144,frékeko,/freːˈkʰekʰo/,名词,混沌。,源自希腊语「χάος」(chaos)。
1145,frelbakrup,/frəˈlbakʰrup/,名词,渔网。,原生词根。
1146,fremda,/ˈfrem.da/,形容词,陌生的，外国的。,源自德语「fremd」。
1147,fremdulo,/ˈfrem.du.lo/,名词,陌生人。,"德语 ""Fremder"" + ""-ulo""（人）。"
1148,fremer,/ˈfre.məɹ/,动词,沙沙作响，飒飒。,源自拉丁语「fremere」
1149,fremfia,/frəˈmfia/,形容词,沉闷的。,原生词根。
1150,frente,/ˈfren.tʰə/,动词,面对。,"拉丁语 ""frontem"" 动词化。"
1151,frentebela,/frəntʰəˈbela/,形容词,可面对的。,「frente」+ 后缀 -bela（可被……的）。
1152,freol,/ˈfreol/,名词,财宝。,原生词根。
1153,freska,/ˈfres.ka/,形容词,清新的，清爽的。,源自意大利语「fresco」
1154,frí,/ˈfriː/,名词,雷电。,原生词根。
1155,friedhof,/friˈedhof/,名词,墓园。,源自德语「Friedhof」。
1156,frok,/ˈfrokʰ/,名词,蛙。,源自日耳曼语「frog」。
1157,frontispicio,/fron.tʰiˈspi.tʰio/,名词,扉页，卷首。,源自拉丁语「frontispicium」
1158,frost,/frostʰ/,名词/形容词,霜，寒。,"德语 ""Frost""。"
1159,frosta,/ˈfros.tʰa/,动词,结冰，冻结。,"""frost"" 动词化。"
1160,frostabela,/frostʰaˈbela/,形容词,可结冰的。,「frosta」+ 后缀 -bela（可被……的）。
1161,frosto,/ˈfrostʰo/,名词,霜冻。,源自日耳曼语「frost」。
1162,frotipu,/froˈtʰipu/,动词,嘟囔。,原生词根。
1163,fruen,/ˈfruən/,动词,变成早。,「frui」+ 后缀 -en（变成）。
1164,frugali,/fruˈɡali/,形容词,节俭的。,源自拉丁语「frugalis」。
1165,frui,/ˈfru.i/,形容词,早的。,"世界语 ""frua""。"
1166,fruji,/ˈfrud͡ʒi/,动词,使早。,「frui」+ 后缀 -ji（使动）。
1167,frukto,/ˈfru.kʰtʰo/,名词,果实。,"拉丁语 ""fructus""。"
1168,fruli,/ˈfruli/,副词,早地。,「frui」+ 后缀 -li（副词化）。
1169,frumentum,/fruˈmentʰum/,名词,粮食。,源自拉丁语「frumentum」。
1170,frŭmrup,/ˈfrʌmrup/,名词,石匠。,原生词根。
1171,frusorsi,/fruˈsoɹsi/,名词,匕首。,原生词根。
1172,fuga,/ˈfu.ɡa/,名词,逃跑。,源自拉丁语「fuga」
1173,fugo,/ˈfuɡo/,名词,逃离，逃跑。,源自拉丁语「fuga」
1174,fulcila,/ˈful.ki.la/,名词,支撑物，扶手。,fulcir（支撑）+ -ilo（工具名词）
1175,fulcir,/ˈful.kiɹ/,动词,支撑，撑住，扶。,源自拉丁语「fulcire」
1176,fulgard,/ˈfulɡaɹd/,名词,雨歇后空气里那股清冽的草木香。,ful（雨后）+ gard（气味）。
1177,fumo,/ˈfu.mo/,名词,烟雾。,"拉丁语 ""fumus""。"
1178,fundamento,/fundaˈmentʰo/,名词,地基。,源自德语「Fundament」。
1179,fundlinio,/funˈdi.ni.o/,名词,底线。,fundo（底）+ linio。
1180,funkciar,/funkˈsi.aɹ/,动词,运作，起作用。,源自拉丁语「functio」
1181,funu,/ˈfunu/,名词,幽灵。,原生词根。
1182,fur,/ˈfuɹ/,名词,毛皮。,源自日耳曼语「fur」。
1183,fúr,/ˈfuːɹ/,名词,贝壳。,原生词根。
1184,furiosi,/fuʁiˈosi/,形容词,狂暴的。,源自拉丁语「furiosus」。
1185,furiozo,/fuˈʁi.o.zo/,名词,狂澜。,借拉丁 furiosus。
1186,furniflama,/fuɹ.niˈfla.ma/,名词,炉火。,fourneau（炉）+ flama（火）。
1187,fusono,/fuˈsono/,名词,缺口。,原生词根。
1188,futur,/ˈfu.tʰuɹ/,名词,未来。,"法语 ""futur""。"
1189,fyǽli,/ˈfjæː.li/,名词,花瓣。,"古诺斯语 ""fjaðr"" + 日语 ""花びら""。"
1190,fyar,/fjaɹ/,动词,感觉，感知。,原创词。
1191,fyarabela,/fjaʁaˈbela/,形容词,可感觉的。,「fyar」+ 后缀 -bela（可被……的）。
1192,-ga,/ɡa/,助词,也（接续）。,"源自日语助词 ""も""。"
1193,gãæ,/ˈɡɐ̃æ/,名词,戒指。,原生词根。
1194,gaĝa,/ˈɡad͡ʒa/,名词,大象。,源自梵语「गज」(gaja)。
1195,gai,/ˈɡai/,名词,网绳。,原生词根。
1196,gajn,/ɡajn/,动词,获得。,借世界语 gajni。
1197,gala,/ˈɡa.la/,名词,声音（与 son 同义，更偏向人声）。,原生词根。
1198,gála,/ˈɡaː.la/,连词,或者，要么。,原生功能词。
1199,galeri,/ɡaˈleʁi/,名词,画廊。,源自法语「galerie」。
1200,gam,/ˈɡam/,名词,游戏。,源自英语「game」。
1201,gæna,/ˈɡæ.na/,名词,宝石，珍贵之物。,"梵语 ""रत्न"" (ratna)。"
1202,ganta,/ˈɡan.tʰa/,动词,拿，取。,原生词根。
1203,gantabela,/ɡantʰaˈbela/,形容词,可拿的。,「ganta」+ 后缀 -bela（可被……的）。
1204,gao,/ˈɡao/,名词,大米。,源自越南语「gao」。
1205,ĝapati,/d͡ʒaˈpatʰi/,动词,默念。,源自梵语「जपति」(japati)。
1206,gapfa,/ˈɡapfa/,名词,沼泽。,原生词根。
1207,gar,/ˈɡaɹ/,名词,火车站。,源自法语「gare」。
1208,garavrut,/ɡaˈʁavrutʰ/,名词,高处。,原生词根。
1209,garda,/ˈɡaɹ.da/,动词,守护，保卫。,日耳曼语源。
1210,gardabela,/ɡaɹdaˈbela/,形容词,可守护的。,「garda」+ 后缀 -bela（可被……的）。
1211,gardo,/ˈɡaɹ.do/,名词,守卫，护卫。,源自日耳曼语「wardon」。
1212,gari,/ˈɡaʁi/,名词,腌姜。,源自日语「ガリ」(gari)。
1213,ĝarit,/ˈd͡ʒaʁitʰ/,动词,翻炒。,源自俄语「жарить」(zharit)。
1214,gárká,/ˈɡaːɹkʰaː/,名词,蜂群。,原生词根。
1215,gas,/ˈɡas/,名词,天然气。,源自英语「gas」。
1216,gása,/ˈɡaː.sa/,名词,客人。,日耳曼语源。
